CHROMOSOME	LENGTH	ALIGNED_READS	SAMPLE_NAME
NC001526.4	7906	3058	18-232-02535-GER2106936
NC001357.1	7857	5842	18-232-02535-GER2106936
NoCoordinateCount= 0	NA	NA	18-232-02535-GER2106936
chr1	249250621	0	20-304-01149-GER2213092
chr2	243199373	0	20-304-01149-GER2213092
chr3	198022430	0	20-304-01149-GER2213092
chr4	191154276	0	20-304-01149-GER2213092
chr5	180915260	0	20-304-01149-GER2213092
chr6	171115067	0	20-304-01149-GER2213092
chr7	159138663	0	20-304-01149-GER2213092
chr8	146364022	0	20-304-01149-GER2213092
chr9	141213431	0	20-304-01149-GER2213092
chr10	135534747	0	20-304-01149-GER2213092
chr11	135006516	0	20-304-01149-GER2213092
chr12	133851895	0	20-304-01149-GER2213092
chr13	115169878	0	20-304-01149-GER2213092
chr14	107349540	0	20-304-01149-GER2213092
chr15	102531392	0	20-304-01149-GER2213092
chr16	90354753	0	20-304-01149-GER2213092
chr17	81195210	0	20-304-01149-GER2213092
chr18	78077248	0	20-304-01149-GER2213092
chr19	59128983	0	20-304-01149-GER2213092
chr20	63025520	0	20-304-01149-GER2213092
chr21	48129895	0	20-304-01149-GER2213092
chr22	51304566	0	20-304-01149-GER2213092
chrX	155270560	0	20-304-01149-GER2213092
chrY	59373566	0	20-304-01149-GER2213092
chrM	16571	0	20-304-01149-GER2213092
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-304-01149-GER2213092
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-304-01149-GER2213092
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-304-01149-GER2213092
J04353.1	7912	101	20-304-01149-GER2213092
M12732.1	7909	86	20-304-01149-GER2213092
X74477.1	7879	40	20-304-01149-GER2213092
NC001526.4	7906	5194	20-304-01149-GER2213092
NC001357.1	7857	1834	20-304-01149-GER2213092
NoCoordinateCount= 0	NA	NA	20-304-01149-GER2213092
chr1	249250621	0	20-125-01480-GER2106948
chr2	243199373	0	20-125-01480-GER2106948
chr3	198022430	0	20-125-01480-GER2106948
chr4	191154276	0	20-125-01480-GER2106948
chr5	180915260	0	20-125-01480-GER2106948
chr6	171115067	0	20-125-01480-GER2106948
chr7	159138663	0	20-125-01480-GER2106948
chr8	146364022	0	20-125-01480-GER2106948
chr9	141213431	0	20-125-01480-GER2106948
chr10	135534747	0	20-125-01480-GER2106948
chr11	135006516	0	20-125-01480-GER2106948
chr12	133851895	0	20-125-01480-GER2106948
chr13	115169878	0	20-125-01480-GER2106948
chr14	107349540	0	20-125-01480-GER2106948
chr15	102531392	0	20-125-01480-GER2106948
chr16	90354753	0	20-125-01480-GER2106948
chr17	81195210	0	20-125-01480-GER2106948
chr18	78077248	0	20-125-01480-GER2106948
chr19	59128983	0	20-125-01480-GER2106948
chr20	63025520	0	20-125-01480-GER2106948
chr21	48129895	0	20-125-01480-GER2106948
chr22	51304566	0	20-125-01480-GER2106948
chrX	155270560	0	20-125-01480-GER2106948
chrY	59373566	0	20-125-01480-GER2106948
chrM	16571	0	20-125-01480-GER2106948
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-125-01480-GER2106948
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-125-01480-GER2106948
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-125-01480-GER2106948
J04353.1	7912	149	20-125-01480-GER2106948
M12732.1	7909	112	20-125-01480-GER2106948
X74477.1	7879	411	20-125-01480-GER2106948
NC001526.4	7906	249362	20-125-01480-GER2106948
NC001357.1	7857	4869	20-125-01480-GER2106948
NoCoordinateCount= 0	NA	NA	20-125-01480-GER2106948
chr1	249250621	0	19-148-02558-GER2106800
chr2	243199373	0	19-148-02558-GER2106800
chr3	198022430	0	19-148-02558-GER2106800
chr4	191154276	0	19-148-02558-GER2106800
chr5	180915260	0	19-148-02558-GER2106800
chr6	171115067	0	19-148-02558-GER2106800
chr7	159138663	0	19-148-02558-GER2106800
chr8	146364022	0	19-148-02558-GER2106800
chr9	141213431	0	19-148-02558-GER2106800
chr10	135534747	0	19-148-02558-GER2106800
chr11	135006516	0	19-148-02558-GER2106800
chr12	133851895	0	19-148-02558-GER2106800
chr13	115169878	0	19-148-02558-GER2106800
chr14	107349540	0	19-148-02558-GER2106800
chr15	102531392	0	19-148-02558-GER2106800
chr16	90354753	0	19-148-02558-GER2106800
chr17	81195210	0	19-148-02558-GER2106800
chr18	78077248	0	19-148-02558-GER2106800
chr19	59128983	0	19-148-02558-GER2106800
chr20	63025520	0	19-148-02558-GER2106800
chr21	48129895	0	19-148-02558-GER2106800
chr22	51304566	0	19-148-02558-GER2106800
chrX	155270560	0	19-148-02558-GER2106800
chrY	59373566	0	19-148-02558-GER2106800
chrM	16571	0	19-148-02558-GER2106800
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-148-02558-GER2106800
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-148-02558-GER2106800
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-148-02558-GER2106800
J04353.1	7912	86	19-148-02558-GER2106800
M12732.1	7909	126	19-148-02558-GER2106800
X74477.1	7879	37	19-148-02558-GER2106800
NC001526.4	7906	1685	19-148-02558-GER2106800
NC001357.1	7857	3149	19-148-02558-GER2106800
NoCoordinateCount= 0	NA	NA	19-148-02558-GER2106800
chr1	249250621	0	19-163-01295-GER2106823
chr2	243199373	0	19-163-01295-GER2106823
chr3	198022430	0	19-163-01295-GER2106823
chr4	191154276	0	19-163-01295-GER2106823
chr5	180915260	0	19-163-01295-GER2106823
chr6	171115067	0	19-163-01295-GER2106823
chr7	159138663	0	19-163-01295-GER2106823
chr8	146364022	0	19-163-01295-GER2106823
chr9	141213431	0	19-163-01295-GER2106823
chr10	135534747	0	19-163-01295-GER2106823
chr11	135006516	0	19-163-01295-GER2106823
chr12	133851895	0	19-163-01295-GER2106823
chr13	115169878	0	19-163-01295-GER2106823
chr14	107349540	0	19-163-01295-GER2106823
chr15	102531392	0	19-163-01295-GER2106823
chr16	90354753	0	19-163-01295-GER2106823
chr17	81195210	0	19-163-01295-GER2106823
chr18	78077248	0	19-163-01295-GER2106823
chr19	59128983	0	19-163-01295-GER2106823
chr20	63025520	0	19-163-01295-GER2106823
chr21	48129895	0	19-163-01295-GER2106823
chr22	51304566	0	19-163-01295-GER2106823
chrX	155270560	0	19-163-01295-GER2106823
chrY	59373566	0	19-163-01295-GER2106823
chrM	16571	0	19-163-01295-GER2106823
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-163-01295-GER2106823
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-163-01295-GER2106823
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-163-01295-GER2106823
J04353.1	7912	149	19-163-01295-GER2106823
M12732.1	7909	115	19-163-01295-GER2106823
X74477.1	7879	56	19-163-01295-GER2106823
NC001526.4	7906	3869	19-163-01295-GER2106823
NC001357.1	7857	6321	19-163-01295-GER2106823
NoCoordinateCount= 0	NA	NA	19-163-01295-GER2106823
chr1	249250621	0	19-210-02457-GER2110201
chr2	243199373	0	19-210-02457-GER2110201
chr3	198022430	0	19-210-02457-GER2110201
chr4	191154276	0	19-210-02457-GER2110201
chr5	180915260	0	19-210-02457-GER2110201
chr6	171115067	0	19-210-02457-GER2110201
chr7	159138663	0	19-210-02457-GER2110201
chr8	146364022	0	19-210-02457-GER2110201
chr9	141213431	0	19-210-02457-GER2110201
chr10	135534747	0	19-210-02457-GER2110201
chr11	135006516	0	19-210-02457-GER2110201
chr12	133851895	0	19-210-02457-GER2110201
chr13	115169878	0	19-210-02457-GER2110201
chr14	107349540	0	19-210-02457-GER2110201
chr15	102531392	0	19-210-02457-GER2110201
chr16	90354753	0	19-210-02457-GER2110201
chr17	81195210	0	19-210-02457-GER2110201
chr18	78077248	0	19-210-02457-GER2110201
chr19	59128983	0	19-210-02457-GER2110201
chr20	63025520	0	19-210-02457-GER2110201
chr21	48129895	0	19-210-02457-GER2110201
chr22	51304566	0	19-210-02457-GER2110201
chrX	155270560	0	19-210-02457-GER2110201
chrY	59373566	0	19-210-02457-GER2110201
chrM	16571	0	19-210-02457-GER2110201
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-210-02457-GER2110201
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-210-02457-GER2110201
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-210-02457-GER2110201
J04353.1	7912	121	19-210-02457-GER2110201
M12732.1	7909	140	19-210-02457-GER2110201
X74477.1	7879	24	19-210-02457-GER2110201
NC001526.4	7906	1664	19-210-02457-GER2110201
NC001357.1	7857	3577	19-210-02457-GER2110201
NoCoordinateCount= 0	NA	NA	19-210-02457-GER2110201
chr1	249250621	0	20-244-00783-GER2110224
chr2	243199373	0	20-244-00783-GER2110224
chr3	198022430	0	20-244-00783-GER2110224
chr4	191154276	0	20-244-00783-GER2110224
chr5	180915260	0	20-244-00783-GER2110224
chr6	171115067	0	20-244-00783-GER2110224
chr7	159138663	0	20-244-00783-GER2110224
chr8	146364022	0	20-244-00783-GER2110224
chr9	141213431	0	20-244-00783-GER2110224
chr10	135534747	0	20-244-00783-GER2110224
chr11	135006516	0	20-244-00783-GER2110224
chr12	133851895	0	20-244-00783-GER2110224
chr13	115169878	0	20-244-00783-GER2110224
chr14	107349540	0	20-244-00783-GER2110224
chr15	102531392	0	20-244-00783-GER2110224
chr16	90354753	0	20-244-00783-GER2110224
chr17	81195210	0	20-244-00783-GER2110224
chr18	78077248	0	20-244-00783-GER2110224
chr19	59128983	0	20-244-00783-GER2110224
chr20	63025520	0	20-244-00783-GER2110224
chr21	48129895	0	20-244-00783-GER2110224
chr22	51304566	0	20-244-00783-GER2110224
chrX	155270560	0	20-244-00783-GER2110224
chrY	59373566	0	20-244-00783-GER2110224
chrM	16571	0	20-244-00783-GER2110224
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-244-00783-GER2110224
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-244-00783-GER2110224
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-244-00783-GER2110224
J04353.1	7912	67	20-244-00783-GER2110224
M12732.1	7909	87	20-244-00783-GER2110224
X74477.1	7879	21	20-244-00783-GER2110224
NC001526.4	7906	1488	20-244-00783-GER2110224
NC001357.1	7857	2036	20-244-00783-GER2110224
NoCoordinateCount= 0	NA	NA	20-244-00783-GER2110224
chr1	249250621	0	20-232-02611-GER2106916
chr2	243199373	0	20-232-02611-GER2106916
chr3	198022430	0	20-232-02611-GER2106916
chr4	191154276	0	20-232-02611-GER2106916
chr5	180915260	0	20-232-02611-GER2106916
chr6	171115067	0	20-232-02611-GER2106916
chr7	159138663	0	20-232-02611-GER2106916
chr8	146364022	0	20-232-02611-GER2106916
chr9	141213431	0	20-232-02611-GER2106916
chr10	135534747	0	20-232-02611-GER2106916
chr11	135006516	0	20-232-02611-GER2106916
chr12	133851895	0	20-232-02611-GER2106916
chr13	115169878	0	20-232-02611-GER2106916
chr14	107349540	0	20-232-02611-GER2106916
chr15	102531392	0	20-232-02611-GER2106916
chr16	90354753	0	20-232-02611-GER2106916
chr17	81195210	0	20-232-02611-GER2106916
chr18	78077248	0	20-232-02611-GER2106916
chr19	59128983	0	20-232-02611-GER2106916
chr20	63025520	0	20-232-02611-GER2106916
chr21	48129895	0	20-232-02611-GER2106916
chr22	51304566	0	20-232-02611-GER2106916
chrX	155270560	0	20-232-02611-GER2106916
chrY	59373566	0	20-232-02611-GER2106916
chrM	16571	0	20-232-02611-GER2106916
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-232-02611-GER2106916
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-232-02611-GER2106916
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-232-02611-GER2106916
J04353.1	7912	107	20-232-02611-GER2106916
M12732.1	7909	142	20-232-02611-GER2106916
X74477.1	7879	49	20-232-02611-GER2106916
NC001526.4	7906	1596	20-232-02611-GER2106916
NC001357.1	7857	2926	20-232-02611-GER2106916
NoCoordinateCount= 0	NA	NA	20-232-02611-GER2106916
chr1	249250621	0	19-221-04378-GER2106854
chr2	243199373	0	19-221-04378-GER2106854
chr3	198022430	0	19-221-04378-GER2106854
chr4	191154276	0	19-221-04378-GER2106854
chr5	180915260	0	19-221-04378-GER2106854
chr6	171115067	0	19-221-04378-GER2106854
chr7	159138663	0	19-221-04378-GER2106854
chr8	146364022	0	19-221-04378-GER2106854
chr9	141213431	0	19-221-04378-GER2106854
chr10	135534747	0	19-221-04378-GER2106854
chr11	135006516	0	19-221-04378-GER2106854
chr12	133851895	0	19-221-04378-GER2106854
chr13	115169878	0	19-221-04378-GER2106854
chr14	107349540	0	19-221-04378-GER2106854
chr15	102531392	0	19-221-04378-GER2106854
chr16	90354753	0	19-221-04378-GER2106854
chr17	81195210	0	19-221-04378-GER2106854
chr18	78077248	0	19-221-04378-GER2106854
chr19	59128983	0	19-221-04378-GER2106854
chr20	63025520	0	19-221-04378-GER2106854
chr21	48129895	0	19-221-04378-GER2106854
chr22	51304566	0	19-221-04378-GER2106854
chrX	155270560	0	19-221-04378-GER2106854
chrY	59373566	0	19-221-04378-GER2106854
chrM	16571	0	19-221-04378-GER2106854
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-221-04378-GER2106854
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-221-04378-GER2106854
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-221-04378-GER2106854
J04353.1	7912	84	19-221-04378-GER2106854
M12732.1	7909	72	19-221-04378-GER2106854
X74477.1	7879	15	19-221-04378-GER2106854
NC001526.4	7906	774	19-221-04378-GER2106854
NC001357.1	7857	1913	19-221-04378-GER2106854
NoCoordinateCount= 0	NA	NA	19-221-04378-GER2106854
chr1	249250621	0	19-128-04598-GER2106708
chr2	243199373	0	19-128-04598-GER2106708
chr3	198022430	0	19-128-04598-GER2106708
chr4	191154276	0	19-128-04598-GER2106708
chr5	180915260	0	19-128-04598-GER2106708
chr6	171115067	0	19-128-04598-GER2106708
chr7	159138663	0	19-128-04598-GER2106708
chr8	146364022	0	19-128-04598-GER2106708
chr9	141213431	0	19-128-04598-GER2106708
chr10	135534747	0	19-128-04598-GER2106708
chr11	135006516	0	19-128-04598-GER2106708
chr12	133851895	0	19-128-04598-GER2106708
chr13	115169878	0	19-128-04598-GER2106708
chr14	107349540	0	19-128-04598-GER2106708
chr15	102531392	0	19-128-04598-GER2106708
chr16	90354753	0	19-128-04598-GER2106708
chr17	81195210	0	19-128-04598-GER2106708
chr18	78077248	0	19-128-04598-GER2106708
chr19	59128983	0	19-128-04598-GER2106708
chr20	63025520	0	19-128-04598-GER2106708
chr21	48129895	0	19-128-04598-GER2106708
chr22	51304566	0	19-128-04598-GER2106708
chrX	155270560	0	19-128-04598-GER2106708
chrY	59373566	0	19-128-04598-GER2106708
chrM	16571	0	19-128-04598-GER2106708
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-128-04598-GER2106708
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-128-04598-GER2106708
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-128-04598-GER2106708
J04353.1	7912	158	19-128-04598-GER2106708
M12732.1	7909	145	19-128-04598-GER2106708
X74477.1	7879	47	19-128-04598-GER2106708
NC001526.4	7906	2516	19-128-04598-GER2106708
NC001357.1	7857	6621	19-128-04598-GER2106708
NoCoordinateCount= 0	NA	NA	19-128-04598-GER2106708
chr1	249250621	0	18-303-02784-GER2110466
chr2	243199373	0	18-303-02784-GER2110466
chr3	198022430	0	18-303-02784-GER2110466
chr4	191154276	0	18-303-02784-GER2110466
chr5	180915260	0	18-303-02784-GER2110466
chr6	171115067	0	18-303-02784-GER2110466
chr7	159138663	0	18-303-02784-GER2110466
chr8	146364022	0	18-303-02784-GER2110466
chr9	141213431	0	18-303-02784-GER2110466
chr10	135534747	0	18-303-02784-GER2110466
chr11	135006516	0	18-303-02784-GER2110466
chr12	133851895	0	18-303-02784-GER2110466
chr13	115169878	0	18-303-02784-GER2110466
chr14	107349540	0	18-303-02784-GER2110466
chr15	102531392	0	18-303-02784-GER2110466
chr16	90354753	0	18-303-02784-GER2110466
chr17	81195210	0	18-303-02784-GER2110466
chr18	78077248	0	18-303-02784-GER2110466
chr19	59128983	0	18-303-02784-GER2110466
chr20	63025520	0	18-303-02784-GER2110466
chr21	48129895	0	18-303-02784-GER2110466
chr22	51304566	0	18-303-02784-GER2110466
chrX	155270560	0	18-303-02784-GER2110466
chrY	59373566	0	18-303-02784-GER2110466
chrM	16571	0	18-303-02784-GER2110466
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	18-303-02784-GER2110466
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	18-303-02784-GER2110466
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	18-303-02784-GER2110466
J04353.1	7912	80	18-303-02784-GER2110466
M12732.1	7909	133	18-303-02784-GER2110466
X74477.1	7879	46	18-303-02784-GER2110466
NC001526.4	7906	1272	18-303-02784-GER2110466
NC001357.1	7857	1966	18-303-02784-GER2110466
NoCoordinateCount= 0	NA	NA	18-303-02784-GER2110466
chr1	249250621	0	20-364-01270-GER2110232
chr2	243199373	0	20-364-01270-GER2110232
chr3	198022430	0	20-364-01270-GER2110232
chr4	191154276	0	20-364-01270-GER2110232
chr5	180915260	0	20-364-01270-GER2110232
chr6	171115067	0	20-364-01270-GER2110232
chr7	159138663	0	20-364-01270-GER2110232
chr8	146364022	0	20-364-01270-GER2110232
chr9	141213431	0	20-364-01270-GER2110232
chr10	135534747	0	20-364-01270-GER2110232
chr11	135006516	0	20-364-01270-GER2110232
chr12	133851895	0	20-364-01270-GER2110232
chr13	115169878	0	20-364-01270-GER2110232
chr14	107349540	0	20-364-01270-GER2110232
chr15	102531392	0	20-364-01270-GER2110232
chr16	90354753	0	20-364-01270-GER2110232
chr17	81195210	0	20-364-01270-GER2110232
chr18	78077248	0	20-364-01270-GER2110232
chr19	59128983	0	20-364-01270-GER2110232
chr20	63025520	0	20-364-01270-GER2110232
chr21	48129895	0	20-364-01270-GER2110232
chr22	51304566	0	20-364-01270-GER2110232
chrX	155270560	0	20-364-01270-GER2110232
chrY	59373566	0	20-364-01270-GER2110232
chrM	16571	0	20-364-01270-GER2110232
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-364-01270-GER2110232
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-364-01270-GER2110232
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-364-01270-GER2110232
J04353.1	7912	96	20-364-01270-GER2110232
M12732.1	7909	128	20-364-01270-GER2110232
X74477.1	7879	274	20-364-01270-GER2110232
NC001526.4	7906	87978	20-364-01270-GER2110232
NC001357.1	7857	1423	20-364-01270-GER2110232
NoCoordinateCount= 0	NA	NA	20-364-01270-GER2110232
chr1	249250621	0	19-032-00964-GER2106937
chr2	243199373	0	19-032-00964-GER2106937
chr3	198022430	0	19-032-00964-GER2106937
chr4	191154276	0	19-032-00964-GER2106937
chr5	180915260	0	19-032-00964-GER2106937
chr6	171115067	0	19-032-00964-GER2106937
chr7	159138663	0	19-032-00964-GER2106937
chr8	146364022	0	19-032-00964-GER2106937
chr9	141213431	0	19-032-00964-GER2106937
chr10	135534747	0	19-032-00964-GER2106937
chr11	135006516	0	19-032-00964-GER2106937
chr12	133851895	0	19-032-00964-GER2106937
chr13	115169878	0	19-032-00964-GER2106937
chr14	107349540	0	19-032-00964-GER2106937
chr15	102531392	0	19-032-00964-GER2106937
chr16	90354753	0	19-032-00964-GER2106937
chr17	81195210	0	19-032-00964-GER2106937
chr18	78077248	0	19-032-00964-GER2106937
chr19	59128983	0	19-032-00964-GER2106937
chr20	63025520	0	19-032-00964-GER2106937
chr21	48129895	0	19-032-00964-GER2106937
chr22	51304566	0	19-032-00964-GER2106937
chrX	155270560	0	19-032-00964-GER2106937
chrY	59373566	0	19-032-00964-GER2106937
chrM	16571	0	19-032-00964-GER2106937
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-032-00964-GER2106937
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-032-00964-GER2106937
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-032-00964-GER2106937
J04353.1	7912	89	19-032-00964-GER2106937
M12732.1	7909	62	19-032-00964-GER2106937
X74477.1	7879	30	19-032-00964-GER2106937
NC001526.4	7906	3129	19-032-00964-GER2106937
NC001357.1	7857	3247	19-032-00964-GER2106937
NoCoordinateCount= 0	NA	NA	19-032-00964-GER2106937
chr1	249250621	0	19-242-02542-GER2107035
chr2	243199373	0	19-242-02542-GER2107035
chr3	198022430	0	19-242-02542-GER2107035
chr4	191154276	0	19-242-02542-GER2107035
chr5	180915260	0	19-242-02542-GER2107035
chr6	171115067	0	19-242-02542-GER2107035
chr7	159138663	0	19-242-02542-GER2107035
chr8	146364022	0	19-242-02542-GER2107035
chr9	141213431	0	19-242-02542-GER2107035
chr10	135534747	0	19-242-02542-GER2107035
chr11	135006516	0	19-242-02542-GER2107035
chr12	133851895	0	19-242-02542-GER2107035
chr13	115169878	0	19-242-02542-GER2107035
chr14	107349540	0	19-242-02542-GER2107035
chr15	102531392	0	19-242-02542-GER2107035
chr16	90354753	0	19-242-02542-GER2107035
chr17	81195210	0	19-242-02542-GER2107035
chr18	78077248	0	19-242-02542-GER2107035
chr19	59128983	0	19-242-02542-GER2107035
chr20	63025520	0	19-242-02542-GER2107035
chr21	48129895	0	19-242-02542-GER2107035
chr22	51304566	0	19-242-02542-GER2107035
chrX	155270560	0	19-242-02542-GER2107035
chrY	59373566	0	19-242-02542-GER2107035
chrM	16571	0	19-242-02542-GER2107035
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	19-242-02542-GER2107035
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	19-242-02542-GER2107035
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	19-242-02542-GER2107035
J04353.1	7912	159	19-242-02542-GER2107035
M12732.1	7909	151	19-242-02542-GER2107035
X74477.1	7879	61	19-242-02542-GER2107035
NC001526.4	7906	2103	19-242-02542-GER2107035
NC001357.1	7857	5552	19-242-02542-GER2107035
NoCoordinateCount= 0	NA	NA	19-242-02542-GER2107035
chr1	249250621	0	18-267-03188-GER2110448
chr2	243199373	0	18-267-03188-GER2110448
chr3	198022430	0	18-267-03188-GER2110448
chr4	191154276	0	18-267-03188-GER2110448
chr5	180915260	0	18-267-03188-GER2110448
chr6	171115067	0	18-267-03188-GER2110448
chr7	159138663	0	18-267-03188-GER2110448
chr8	146364022	0	18-267-03188-GER2110448
chr9	141213431	0	18-267-03188-GER2110448
chr10	135534747	0	18-267-03188-GER2110448
chr11	135006516	0	18-267-03188-GER2110448
chr12	133851895	0	18-267-03188-GER2110448
chr13	115169878	0	18-267-03188-GER2110448
chr14	107349540	0	18-267-03188-GER2110448
chr15	102531392	0	18-267-03188-GER2110448
chr16	90354753	0	18-267-03188-GER2110448
chr17	81195210	0	18-267-03188-GER2110448
chr18	78077248	0	18-267-03188-GER2110448
chr19	59128983	0	18-267-03188-GER2110448
chr20	63025520	0	18-267-03188-GER2110448
chr21	48129895	0	18-267-03188-GER2110448
chr22	51304566	0	18-267-03188-GER2110448
chrX	155270560	0	18-267-03188-GER2110448
chrY	59373566	0	18-267-03188-GER2110448
chrM	16571	0	18-267-03188-GER2110448
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	18-267-03188-GER2110448
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	18-267-03188-GER2110448
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	18-267-03188-GER2110448
J04353.1	7912	96	18-267-03188-GER2110448
M12732.1	7909	130	18-267-03188-GER2110448
X74477.1	7879	59	18-267-03188-GER2110448
NC001526.4	7906	2502	18-267-03188-GER2110448
NC001357.1	7857	4076	18-267-03188-GER2110448
NoCoordinateCount= 0	NA	NA	18-267-03188-GER2110448
chr1	249250621	0	20-324-03523-GER2106778
chr2	243199373	0	20-324-03523-GER2106778
chr3	198022430	0	20-324-03523-GER2106778
chr4	191154276	0	20-324-03523-GER2106778
chr5	180915260	0	20-324-03523-GER2106778
chr6	171115067	0	20-324-03523-GER2106778
chr7	159138663	0	20-324-03523-GER2106778
chr8	146364022	0	20-324-03523-GER2106778
chr9	141213431	0	20-324-03523-GER2106778
chr10	135534747	0	20-324-03523-GER2106778
chr11	135006516	0	20-324-03523-GER2106778
chr12	133851895	0	20-324-03523-GER2106778
chr13	115169878	0	20-324-03523-GER2106778
chr14	107349540	0	20-324-03523-GER2106778
chr15	102531392	0	20-324-03523-GER2106778
chr16	90354753	0	20-324-03523-GER2106778
chr17	81195210	0	20-324-03523-GER2106778
chr18	78077248	0	20-324-03523-GER2106778
chr19	59128983	0	20-324-03523-GER2106778
chr20	63025520	0	20-324-03523-GER2106778
chr21	48129895	0	20-324-03523-GER2106778
chr22	51304566	0	20-324-03523-GER2106778
chrX	155270560	0	20-324-03523-GER2106778
chrY	59373566	0	20-324-03523-GER2106778
chrM	16571	0	20-324-03523-GER2106778
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	20-324-03523-GER2106778
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	20-324-03523-GER2106778
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	20-324-03523-GER2106778
J04353.1	7912	31	20-324-03523-GER2106778
M12732.1	7909	45	20-324-03523-GER2106778
X74477.1	7879	63	20-324-03523-GER2106778
NC001526.4	7906	6064	20-324-03523-GER2106778
NC001357.1	7857	284	20-324-03523-GER2106778
NoCoordinateCount= 0	NA	NA	20-324-03523-GER2106778
chr1	249250621	0	21-117-02409-GER2106751
chr2	243199373	0	21-117-02409-GER2106751
chr3	198022430	0	21-117-02409-GER2106751
chr4	191154276	0	21-117-02409-GER2106751
chr5	180915260	0	21-117-02409-GER2106751
chr6	171115067	0	21-117-02409-GER2106751
chr7	159138663	0	21-117-02409-GER2106751
chr8	146364022	0	21-117-02409-GER2106751
chr9	141213431	0	21-117-02409-GER2106751
chr10	135534747	0	21-117-02409-GER2106751
chr11	135006516	0	21-117-02409-GER2106751
chr12	133851895	0	21-117-02409-GER2106751
chr13	115169878	0	21-117-02409-GER2106751
chr14	107349540	0	21-117-02409-GER2106751
chr15	102531392	0	21-117-02409-GER2106751
chr16	90354753	0	21-117-02409-GER2106751
chr17	81195210	0	21-117-02409-GER2106751
chr18	78077248	0	21-117-02409-GER2106751
chr19	59128983	0	21-117-02409-GER2106751
chr20	63025520	0	21-117-02409-GER2106751
chr21	48129895	0	21-117-02409-GER2106751
chr22	51304566	0	21-117-02409-GER2106751
chrX	155270560	0	21-117-02409-GER2106751
chrY	59373566	0	21-117-02409-GER2106751
chrM	16571	0	21-117-02409-GER2106751
hg19_chr6_KRAS_ex2_pseudo_edited	132	0	21-117-02409-GER2106751
hg19_chr6_KRAS_ex2_pseudo_edited_2	131	0	21-117-02409-GER2106751
hg19_chr6_KRAS_ex2_pseudo_edited_3	132	0	21-117-02409-GER2106751
J04353.1	7912	103	21-117-02409-GER2106751
M12732.1	7909	88	21-117-02409-GER2106751
X74477.1	7879	39	21-117-02409-GER2106751
NC001526.4	7906	1349	21-117-02409-GER2106751
NC001357.1	7857	2747	21-117-02409-GER2106751
NoCoordinateCount= 0	NA	NA	21-117-02409-GER2106751
chr1	249250621	0	18-225-02115-GER2106784
chr2	243199373	0	18-225-02115-GER2106784
chr3	198022430	0	18-225-02115-GER2106784
chr4	191154276	0	18-225-02115-GER2106784
chr5	180915260	0	18-225-02115-GER2106784
