BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP	SAMPLE_NAME
Invitae_HPV_primers	1063	1	251652	160192	5808	0.986094	0.013906	0.611037	236.737535	0.546802	0.325969	1754753.716955	NA	0	0	0	0	0	0	1063	3095733841	7410	7410	460225	7410	7410	417652	417652	150019	1	1	1	141.021637	77	837	0	0.051282	0	0	0	0	0.405373	0.235605	28.204327	0.941675	0.894638	0.759172	0.715898	0.606773	0.584196	0.580433	0.432738	28.000052	7.038026	0.890661	10	NA	NA	NA	20-006-01837-GER2110543
Invitae_HPV_primers	1063	1	101392	3491	5842	0.947239	0.052761	0.966715	95.382879	0.728354	0.452046	2666787.132756	NA	0	0	0	0	0	0	1063	3095733841	3232	3232	139207	3232	3231	110725	110725	62928	1	1	0.999691	59.147695	11	494	0	0.102564	0	0	0	0	0.377918	0.053818	59.147695	0.88523	0.777046	0.570085	0.439323	0.349012	0.29445	0.232361	0.16651	36.82512	9.257397	0.790072	7	NA	NA	NA	21-055-03380-GER2110365
Invitae_HPV_primers	1063	1	123563	4456	4869	0.96336	0.03664	0.965193	116.239887	0.74844	0.473197	2707902.536019	NA	0	0	0	0	0	0	1063	3095733841	3718	3718	165094	3718	3716	132888	132888	78122	1	1	0.999462	73.402634	20	556	0	0	0	0	0	0	0.369206	0.043081	24.467545	0.952963	0.85889	0.614299	0.519285	0.43556	0.352775	0.321731	0.19285	35.012771	10.222185	0.863768	9	NA	NA	NA	21-071-03752-GER2106761
Invitae_HPV_primers	1063	1	4974784	7172396	8152	0.999329	6.71e-4	0.409542	4679.947319	0.406409	0.217671	1191894.329932	NA	0	0	0	0	0	0	1063	3095733841	133988	133988	12240844	133988	133972	12155332	12155332	2664478	1	1	0.999881	2504.663217	368	10330	0	0.025641	0	0	0	0	0.464079	0.316895	313.082902	0.970837	0.968015	0.771402	0.700847	0.668862	0.66698	0.608655	0.582314	26.826548	6.006123	0.937411	12	NA	NA	NA	18-288-05059-GER2110451
Invitae_HPV_primers	1063	1	578298	887044	4240	0.997115	0.002885	0.394651	544.024459	0.387979	0.223192	1146009.496782	NA	0	0	0	0	0	0	1063	3095733841	16399	16399	1490540	16399	16398	1469582	1469582	332676	1	1	0.999939	312.816557	14	1233	0	0.179487	0	0	0	0	0.411073	0.362589	312.816557	0.817498	0.762935	0.554092	0.476952	0.476952	0.476952	0.476952	0.452493	29.177495	5.917245	0.761742	6	NA	NA	NA	21-020-04087-GER2107031
Invitae_HPV_primers	1063	1	123329	4458	4860	0.963361	0.036639	0.965114	116.019755	0.710012	0.425406	2707684.931019	NA	0	0	0	0	0	0	1063	3095733841	4053	4053	173700	4053	4053	132647	132647	73893	1	1	1	69.467545	14	613	0	0.025641	0	0	0	0	0.402029	0.041034	34.733772	0.933208	0.80715	0.568203	0.428975	0.376294	0.345249	0.293509	0.189087	36.657332	8.764038	0.828175	8	NA	NA	NA	19-182-03546-GER2110207
Invitae_HPV_primers	1063	1	71316	2780	4943	0.937461	0.062539	0.962481	67.08937	0.730465	0.445955	2627700.656354	NA	0	0	0	0	0	0	1063	3095733841	2319	2319	97631	2319	2319	79039	79039	43539	1	1	1	40.933208	15	306	0	0.025641	0	0	0	0	0.387252	0.061931	20.466604	0.939793	0.861712	0.541863	0.353716	0.324553	0.279398	0.19285	0.137347	33.143807	9.009431	0.820197	7	NA	NA	NA	20-122-00922-GER2106875
Invitae_HPV_primers	1063	1	169069	21787	7569	0.961855	0.038145	0.885846	159.048918	0.709953	0.434864	2481406.669071	NA	0	0	0	0	0	0	1063	3095733841	5224	5224	238141	5224	5223	198425	198425	103559	1	1	0.999809	97.355597	25	898	0	0.025641	0	0	0	0	0.393428	0.084763	19.471119	0.973659	0.934149	0.742239	0.636877	0.409219	0.35936	0.354657	0.211665	34.328114	9.673433	0.912637	11	NA	NA	NA	20-118-02570-GER2106980
Invitae_HPV_primers	1063	1	52747	5670	4006	0.935825	0.064175	0.902939	49.620884	0.698386	0.415825	2460840.567036	NA	0	0	0	0	0	0	1063	3095733841	1800	1800	75527	1800	1800	62423	62423	31406	1	1	1	29.530574	7	241	0	0.205128	0	0	0	0	0.404578	0.092466	?	0.791157	0.789276	0.364064	0.181562	0.160865	0.160865	0.160865	0.100659	42.142844	9.649376	0.741139	6	NA	NA	NA	20-276-01818-GER2110541
Invitae_HPV_primers	1063	1	184410	88601	3814	0.986222	0.013778	0.675467	173.480715	0.605602	0.363397	1940034.751396	NA	0	0	0	0	0	0	1063	3095733841	5364	5364	304507	5364	5364	276825	276825	110657	1	1	1	104.002822	71	625	0	0	0	0	0	0	0.416725	0.183686	14.857546	0.984008	0.912512	0.755409	0.713076	0.604892	0.595484	0.54562600000000006	0.327375	26.637667	6.90007	0.923803	11	NA	NA	NA	21-053-02264-GER2213099
Invitae_HPV_primers	1063	1	92391	2477	3483	0.964586	0.035414	0.97389	86.915334	0.71903	0.431997	2735780.425652	NA	0	0	0	0	0	0	1063	3095733841	3010	3010	128494	3010	3009	98351	98351	55509	1	1	0.999668	52.180621	11	460	0	0.128205	0	0	0	0	0.398989	0.036685	26.09031	0.857949	0.813735	0.5127	0.411101	0.349012	0.304798	0.221072	0.137347	36.234389	8.912962	0.773981	6	NA	NA	NA	20-265-00776-GER2110405
Invitae_HPV_primers	1063	1	3445080	4675280	4736	0.999417	5.83e-4	0.424252	3240.903104	0.42076	0.219754	1234812.907535	NA	0	0	0	0	0	0	1063	3095733841	93172	93172	8187755	93172	93162	8125096	8125096	1799288	1	1	0.999893	1691.366886	323	8392	0	0	0	0	0	0	0.481262	0.297495	338.273377	0.984008	0.93603	0.772342	0.720602	0.661336	0.64064	0.639699	0.556914	26.02273	5.993442	0.93248	12	NA	NA	NA	18-274-02862-GER2110455
Invitae_HPV_primers	1063	1	104869	3212	5405	0.952373	0.047627	0.970282	98.653809999999993	0.841584	0.559863	2691133.162445	NA	0	0	0	0	0	0	1063	3095733841	2878	2878	124609	2878	2878	113486	113486	69764	1	1	1	65.579492	17	589	0	0.025641	0	0	0	0	0.335416	0.049874	21.859831	0.959548	0.853246	0.577611	0.496707	0.400753	0.312324	0.279398	0.138288	37.790693	15.211478	0.862858	9	NA	NA	NA	18-316-01478-GER2110415
Invitae_HPV_primers	1063	1	176400	32099	2521	0.988053	0.011947	0.846047	165.945437	0.64408	0.363964	2434474.961834	NA	0	0	0	0	0	0	1063	3095733841	5933	5933	273879	5933	5933	211020	211020	99682	1	1	1	93.695202	24	847	0	0.025641	0	0	0	0	0.441835	0.085911	11.7119	0.972719	0.969897	0.777987	0.536218	0.476952	0.420508	0.414864	0.194732	32.206348	8.640502	0.934833	12	NA	NA	NA	19-316-03308-GER2110239
Invitae_HPV_primers	1063	1	171063	3885	4971	0.972371	0.027629	0.977793	160.924741	0.746221	0.457418	2768913.608296	NA	0	0	0	0	0	0	1063	3095733841	5399	5399	229239	5399	5399	179919	179919	104858	1	1	1	98.571025	17	879	0	0.051282	0	0	0	0	0.386957	0.030264	49.285513	0.917215	0.838194	0.610536	0.488241	0.437441	0.396049	0.317027	0.214487	38.455525	8.845473	0.829581	8	NA	NA	NA	20-359-01272-GER2110229
Invitae_HPV_primers	1063	1	117112	2928	5209	0.958411	0.041589	0.975608	110.171214	0.819251	0.532291	2723061.693747	NA	0	0	0	0	0	0	1063	3095733841	3335	3335	142950	3335	3334	125249	125249	76091	1	1	0.9997	71.5127	19	570	0	0.051282	0	0	0	0	0.349216	0.043378	17.878175	0.934149	0.870179	0.593603	0.492004	0.313264	0.304798	0.285042	0.190028	36.425913	12.467002	0.863773	9	NA	NA	NA	19-233-02695-GER2110182
Invitae_HPV_primers	1063	1	2413141	3602563	5891	0.999022	9.78e-4	0.40114	2270.123236	0.398589	0.218389	1167082.363611	NA	0	0	0	0	0	0	1063	3095733841	65275	65275	6054213	65275	65268	6021595	6021595	1322171	1	1	0.999893	1242.445908	126	5189	0	0.051282	0	0	0	0	0.445082	0.33555	414.148636	0.941675	0.881468	0.722484	0.643462	0.619003	0.610536	0.558796	0.502352	28.162822	5.99995	0.880997	9	NA	NA	NA	18-281-02574-GER2213033
Invitae_HPV_primers	1063	1	914132	23982	25128	0.973913	0.026087	0.974436	859.954845	0.898363	0.611762	2763782.429248	NA	0	0	0	0	0	0	1063	3095733841	23364	23364	1017553	23364	23364	963242	963242	622500	1	1	1	585.225776	93	7399	0	0	0	0	0	0	0.322172	0.031601	48.768815	0.997178	0.988711	0.82032	0.715898	0.644403	0.619944	0.572907	0.479774	49.417783	24.692218	0.966268	15	NA	NA	NA	20-188-02956-GER2107107
Invitae_HPV_primers	1063	1	673466	290611	16635	0.983038	0.016962	0.69856	633.55221100000006	0.621635	0.385265	1999882.757405	NA	0	0	0	0	0	0	1063	3095733841	19004	19004	1083378	19004	18998	980712	980712	417388	1	1	0.999684	392.386642	175	4079	0	0	0	0	0	0	0.398367	0.176136	43.598516	0.997178	0.984008	0.798683	0.739417	0.719661	0.698024	0.696143	0.619944	37.953666	15.872382	0.960536	14	NA	NA	NA	20-349-02578-GER2107076
Invitae_HPV_primers	1063	1	267251	233625	5734	0.988682	0.011318	0.533567	251.412041	0.499078	0.27921	1536299.647802	NA	0	0	0	0	0	0	1063	3095733841	7870	7870	535489	7870	7868	506610	506610	149514	1	1	0.999746	140.387582	87	688	0	0.051282	0	0	0	0	0.464014	0.241286	28.077516	0.936971	0.892756	0.789276	0.684854	0.610536	0.580433	0.577611	0.492004	23.390291	5.723843	0.892911	10	NA	NA	NA	18-253-01615-GER2110273
Invitae_HPV_primers	1063	1	149913	59026	7052	0.96735	0.03265	0.717496	141.028222	0.62371	0.380588	2021314.959523	NA	0	0	0	0	0	0	1063	3095733841	4508	4508	240357	4508	4508	215991	215991	91477	1	1	1	85.956726	35	493	0	0.025641	0	0	0	0	0.401845	0.174753	17.191345	0.963311	0.906867	0.735654	0.701787	0.53904	0.483537	0.441204	0.253998	30.536342	6.480418	0.901097	10	NA	NA	NA	20-153-05250-GER2110335
Invitae_HPV_primers	1063	1	894295	923985	9809	0.994634	0.005366	0.491836	841.293509	0.462684	0.260912	1424668.484866	NA	0	0	0	0	0	0	1063	3095733841	25517	25517	1932841	25517	25517	1828089	1828089	504301	1	1	1	474.110066	350	2510	0	0.076923	0	0	0	0	0.425748	0.298447	29.631879	0.921919	0.920978	0.838194	0.787394	0.736595	0.683913	0.66604	0.571966	26.110342	5.841324	0.913587	11	NA	NA	NA	19-149-02741-GER2110379
Invitae_HPV_primers	1063	1	207109	7877	4717	0.97853	0.02147	0.96336	194.834431	0.696085	0.404955	2745322.280502	NA	0	0	0	0	0	0	1063	3095733841	7075	7075	297534	7075	7075	219703	219703	120488	1	1	1	113.251176	19	870	0	0.076923	0	0	0	0	0.41806	0.033554	28.312794	0.898401	0.886171	0.587959	0.456256	0.394167	0.376294	0.349012	0.219191	38.798398	9.404877	0.841235	8	NA	NA	NA	19-163-02665-GER2106826
Invitae_HPV_primers	1063	1	197203	5764	5278	0.974655	0.025345	0.971601	185.515522	0.693466	0.405373	2757841.387876	NA	0	0	0	0	0	0	1063	3095733841	6804	6804	284373	6804	6804	208245	208245	115277	1	1	1	108.317968	21	1029	0	0	0	0	0	0	0.414766	0.031765	36.105989	0.98683	0.939793	0.609595	0.53904	0.424271	0.401693	0.317027	0.193791	38.482779	9.45352	0.898114	10	NA	NA	NA	19-233-02652-GER2107049
Invitae_HPV_primers	1063	1	118385	4138	5105	0.960001	0.039999	0.966227	111.368768	0.735598	0.448045	2701351.292896	NA	0	0	0	0	0	0	1063	3095733841	3795	3795	160937	3795	3795	127628	127628	72107	1	1	1	67.789276	15	517	0	0.076923	0	0	0	0	0.391818	0.043282	22.596425	0.906867	0.881468	0.634995	0.467545	0.404516	0.327375	0.296331	0.184384	34.560682	9.399368	0.835863	8	NA	NA	NA	19-294-01753-GER2110340
Invitae_HPV_primers	1063	1	160851	3083	4313	0.974365	0.025635	0.981194	151.317968	0.674368	0.375179	2784240.755173	NA	0	0	0	0	0	0	1063	3095733841	5818	5818	238521	5818	5818	168247	168247	89488	1	1	1	84.137347	12	874	0	0.025641	0	0	0	0	0.442528	0.025671	42.068674	0.940734	0.863594	0.528692	0.428975	0.37159	0.339605	0.334901	0.183443	39.056029	8.408204	0.839879	8	NA	NA	NA	19-165-02423-GER2106829
Invitae_HPV_primers	1063	1	750589	1352971	1954359	0.518384	0.481616	0.356818	706.104421	0.181152	0.097841	538677.916626	NA	0	0	0	0	0	0	1063	3095733841	48713	48713	4143423	48713	48702	4057919	4057919	405396	1	1	0.999774	381.161806	46	5269	0	0.025641	0	0	0	0	0.460396	0.440231	76.232361	0.968956	0.950141	0.71778	0.593603	0.547507	0.543744	0.489182	0.35842	50.658474	21.7753	0.915398	11	NA	NA	NA	19-028-02520-GER2110501
Invitae_HPV_primers	1063	1	160012	19977	5651	0.969559	0.030441	0.88901	150.528692	0.676652	0.394835	2510217.447977	NA	0	0	0	0	0	0	1063	3095733841	5268	5268	236476	5268	5268	185640	185640	93369	1	1	1	87.765757	25	671	0	0.051282	0	0	0	0	0.41741	0.079676	14.627626	0.925682	0.923801	0.768579	0.683913	0.381938	0.35842	0.349953	0.193791	34.083975	8.06697	0.899327	10	NA	NA	NA	20-302-04882-GER2106988
Invitae_HPV_primers	1063	1	462225	352768	7863	0.990444	0.009556	0.567152	434.830668	0.521396	0.295985	1635912.011078	NA	0	0	0	0	0	0	1063	3095733841	13976	13976	886514	13976	13976	822856	822856	262395	1	1	1	246.593603	163	1205	0	0.025641	0	0	0	0	0.441118	0.240269	22.4176	0.9746	0.968956	0.817498	0.736595	0.695202	0.661336	0.631232	0.547507	25.592252	5.797524	0.951871	13	NA	NA	NA	21-011-00959-GER2110422
Invitae_HPV_primers	1063	1	458183	487134	4097	0.995685	0.004315	0.484687	431.028222	0.459547	0.261049	1405444.467126	NA	0	0	0	0	0	0	1063	3095733841	12958	12958	997031	12958	12956	949414	949414	260274	1	1	0.999846	244.667921	171	888	0	0.025641	0	0	0	0	0.425499	0.300462	30.58349	0.96143	0.916275	0.796802	0.682032	0.634995	0.604892	0.582314	0.546566	23.110877	5.834985	0.914444	11	NA	NA	NA	21-011-00915-GER2213108
Invitae_HPV_primers	1063	1	2000954	2754173	5418	0.998862	0.001138	0.420799	1882.365005	0.413928	0.221982	1224082.756528	NA	0	0	0	0	0	0	1063	3095733841	55637	55637	4834061	55637	55630	4760545	4760545	1073075	1	1	0.999874	1008.755409	320	4883	0	0.025641	0	0	0	0	0.461995	0.312713	100.875541	0.970837	0.937912	0.817498	0.768579	0.670743	0.667921	0.639699	0.586077	27.348079	5.962784	0.939182	12	NA	NA	NA	21-012-00927-GER2106764
Invitae_HPV_primers	1063	1	159947	69790	2342	0.989909	0.010091	0.696218	150.467545	0.593647	0.339423	2007107.364531	NA	0	0	0	0	0	0	1063	3095733841	5044	5044	269431	5044	5044	232079	232079	91451	1	1	1	85.936971	43	513	0	0.025641	0	0	0	0	0.442099	0.163892	14.322828	0.968015	0.913452	0.735654	0.693321	0.633114	0.550329	0.44873	0.245532	28.637811	7.2073	0.903164	10	NA	NA	NA	19-280-01342-GER2110264
Invitae_HPV_primers	1063	1	159416	18141	8712	0.953229	0.046771	0.89783	149.968015	0.678279	0.408556	2492422.567702	NA	0	0	0	0	0	0	1063	3095733841	5117	5117	235030	5117	5117	186269	186269	96023	1	1	1	90.266228	21	799	0	0.025641	0	0	0	0	0.406224	0.078344	11.283278	0.971778	0.935089	0.766698	0.537159	0.438382	0.409219	0.332079	0.245532	31.771958	9.533982	0.938495	12	NA	NA	NA	20-013-04226-GER2110511
Invitae_HPV_primers	1063	1	62395	4023	3672	0.94761	0.05239	0.939429	58.697084	0.883669	0.601297	2592531.722877	NA	0	0	0	0	0	0	1063	3095733841	1632	1632	70609	1632	1632	70090	70090	42457	1	1	1	39.906867	10	394	0	0.025641	0	0	0	0	0.324469	0.069853	13.302289	0.9492	0.890875	0.514581	0.353716	0.274694	0.195673	0.172154	0.11477	38.585353	12.954557	0.842829	8	NA	NA	NA	21-063-02905-GER2110363
Invitae_HPV_primers	1063	1	66701	6034	2703	0.964169	0.035831	0.917041	62.747883	0.679852	0.39493	2574972.108681	NA	0	0	0	0	0	0	1063	3095733841	2270	2270	98111	2270	2270	75438	75438	38747	1	1	1	36.419567	9	296	0	0.076923	0	0	0	0	0.421525	0.064888	18.209784	0.900282	0.835372	0.492944	0.32079	0.221072	0.194732	0.169332	0.121355	36.429207	9.147551	0.8042	7	NA	NA	NA	19-144-03573-GER2110263
Invitae_HPV_primers	1063	1	118407	3416	6058	0.952628	0.047372	0.971959	111.389464	0.802194	0.523827	2696507.945355	NA	0	0	0	0	0	0	1063	3095733841	3366	3366	147604	3366	3366	127881	127881	77319	1	1	1	72.660395	14	562	0	0.051282	0	0	0	0	0.349763	0.045667	36.330198	0.920038	0.867357	0.613358	0.431797	0.347131	0.275635	0.21825	0.190969	42.786073	13.130337	0.839383	8	NA	NA	NA	21-025-06760-GER2110236
Invitae_HPV_primers	1063	1	104794	2803	5313	0.952945	0.047055	0.973949	98.583255	0.796688	0.513726	2702927.27367	NA	0	0	0	0	0	0	1063	3095733841	3077	3077	131537	3077	3077	112910	112910	67574	1	1	1	63.516463	14	529	0	0.025641	0	0	0	0	0.351847	0.04973	63.516463	0.940734	0.718721	0.587959	0.471308	0.392286	0.324553	0.281279	0.180621	36.30953	11.222785	0.789362	7	NA	NA	NA	21-203-01116-GER2110516
Invitae_HPV_primers	1063	1	7173007	11117933	15933	0.99913	8.7e-4	0.392162	6747.889934	0.389044	0.214934	1141083.527727	NA	0	0	0	0	0	0	1063	3095733841	192571	192571	18437514	192571	192511	18306873	18306873	3962850	1	1	0.999688	3723.631232	226	15213	0	0	0	0	0	0	0.441482	0.342365	531.947319	0.98777	0.967074	0.771402	0.731891	0.64158	0.620884	0.616181	0.555974	28.869583	6.013294	0.945906	13	NA	NA	NA	20-127-02045-GER2106868
Invitae_HPV_primers	1063	1	51418	944	2183	0.959978	0.040022	0.981972	48.370649	0.724309	0.444041	2745304.892282	NA	0	0	0	0	0	0	1063	3095733841	1640	1640	70989	1640	1640	54545	54545	31522	1	1	1	29.633114	6	223	0	0.102564	0	0	0	0	0.385388	0.036722	29.633114	0.875823	0.748824	0.431797	0.303857	0.21731	0.190969	0.180621	0.131703	37.245048	9.401813	0.745711	6	NA	NA	NA	21-284-05296-GER2213023
Invitae_HPV_primers	1063	1	63118	1669	5580	0.920701	0.079299	0.974239	59.377234	0.781076	0.506317	2612248.830135	NA	0	0	0	0	0	0	1063	3095733841	1879	1879	80809	1879	1878	70367	70367	40915	1	1	0.999468	38.46096	9	272	0	0.025641	0	0	0	0	0.350562	0.068015	19.23048	0.957667	0.856068	0.476952	0.339605	0.276576	0.246472	0.238946	0.134525	35.112154	10.29216	0.837285	8	NA	NA	NA	19-284-03132-GER2107019
Invitae_HPV_primers	1063	1	256067	6433	8827	0.967467	0.032533	0.975493	240.890875	0.701469	0.407343	2748469.681829	NA	0	0	0	0	0	0	1063	3095733841	8750	8750	365044	8750	8750	271327	271327	148698	1	1	1	139.812794	25	1407	0	0.025641	0	0	0	0	0.419826	0.032179	34.953198	0.950141	0.876764	0.64064	0.536218	0.471308	0.440263	0.437441	0.285983	37.986698	8.619434	0.872586	9	NA	NA	NA	19-108-01251-GER2106771
Invitae_HPV_primers	1063	1	15996051	23964637	6978	0.999825	1.75e-4	0.400295	15048.0254	0.399477	0.214767	1165559.216553	NA	0	0	0	0	0	0	1063	3095733841	424888	424888	40042485	424888	424855	39967666	39967666	8599820	1	1	0.999922	8082.942615	211	33708	0	0.051282	0	0	0	0	0.459193	0.325766	1616.588523	0.936971	0.88429	0.66698	0.587018	0.583255	0.558796	0.558796	0.536218	28.242455	6.018136	0.887754	9	NA	NA	NA	19-155-01353-GER2106811
Invitae_HPV_primers	1063	1	188739	16891	7194	0.966197	0.033803	0.917857	177.553151	0.734022	0.454782	2582684.751462	NA	0	0	0	0	0	0	1063	3095733841	5750	5750	257130	5750	5749	212824	212824	116938	1	1	0.999826	109.941675	42	747	0	0	0	0	0	0	0.383669	0.066924	15.705954	0.991533	0.967074	0.732832	0.644403	0.547507	0.515522	0.403575	0.286924	31.649563	8.806774	0.938998	12	NA	NA	NA	19-191-00878-GER2110163
Invitae_HPV_primers	1063	1	50601	2743	1977	0.964263	0.035737	0.948579	47.60207	0.661503	0.37884	2663786.587492	NA	0	0	0	0	0	0	1063	3095733841	1762	1762	76494	1762	1762	55321	55321	28979	1	1	1	27.231421	7	240	0	0.076923	0	0	0	0	0.426619	0.049583	13.61571	0.89746	0.817498	0.438382	0.253998	0.214487	0.16651	0.159925	0.071496	36.639174	7.453441	0.792474	7	NA	NA	NA	19-247-00943-GER2107036
Invitae_HPV_primers	1063	1	3738867	5343053	10787	0.998814	0.001186	0.411682	3517.278457	0.407333	0.225378	1197504.543824	NA	0	0	0	0	0	0	1063	3095733841	98856	98856	9178905	98856	98847	9092707	9092707	2068720	1	1	0.999909	1945.432738	471	7932	0	0	0	0	0	0	0.443399	0.32918	194.543274	0.984008	0.916275	0.82032	0.737535	0.670743	0.670743	0.66698	0.585136	27.050346	5.995406	0.936637	12	NA	NA	NA	18-365-01350-GER2106714
Invitae_HPV_primers	1063	1	70703	2556	4958	0.936612	0.063388	0.96511	66.5127	0.782598	0.507483	2632491.861808	NA	0	0	0	0	0	0	1063	3095733841	2063	2063	90344	2063	2063	78217	78217	45848	1	1	1	43.097836	10	333	0	0.102564	0	0	0	0	0.345935	0.068067	21.548918	0.873942	0.831609	0.506115	0.330198	0.317027	0.246472	0.21731	0.137347	36.308365	8.866292	0.799552	7	NA	NA	NA	18-365-02699-GER2106679
Invitae_HPV_primers	1063	1	9795931	16440490	44537	0.998305	0.001695	0.373371	9215.363123	0.371831	0.222527	1085512.61631	NA	0	0	0	0	0	0	1063	3095733841	259877	259877	26345145	259877	259852	26280958	26280958	5862507	1	1	0.999904	5509.938852	165	26277	0	0.076923	0	0	0	0	0.384172	0.392959	2754.969426	0.920038	0.895579	0.667921	0.661336	0.584196	0.558796	0.555974	0.537159	27.095284	6.186253	0.860765	9	NA	NA	NA	20-132-01010-GER2110321
Invitae_HPV_primers	1063	1	89545	1983	2671	0.971645	0.028355000000000002	0.978334	84.238006	0.733296	0.447954	2768378.058915	NA	0	0	0	0	0	0	1063	3095733841	2835	2835	122113	2835	2835	94199	94199	54701	1	1	1	51.428034	11	454	0	0.051282	0	0	0	0	0.387021	0.032315	25.714017	0.932267	0.902164	0.522107	0.412041	0.306679	0.285042	0.221072	0.137347	35.211541	9.399467	0.823897	8	NA	NA	NA	18-290-01748-GER2213041
Invitae_HPV_primers	1063	1	92643	34615	4545	0.965517	0.034483	0.727994	87.152399	0.620242	0.38557	2046999.161701	NA	0	0	0	0	0	0	1063	3095733841	2699	2699	149366	2699	2697	131803	131803	57591	1	1	0.999259	54.124177	25	369	0	0.102564	0	0	0	0	0.397753	0.16552	13.531044	0.883349	0.879586	0.722484	0.571966	0.429915	0.357479	0.313264	0.142051	31.47867	7.300711	0.845631	8	NA	NA	NA	19-218-03476-GER2106859
Invitae_HPV_primers	1063	1	226681	8211	9575	0.960833	0.039167	0.965044	213.246472	0.751642	0.468047	2700382.139974	NA	0	0	0	0	0	0	1063	3095733841	6997	6997	301581	6997	6996	244467	244467	141154	1	1	0.999857	132.710254	31	1304	0	0.025641	0	0	0	0	0.376824	0.045875	26.542051	0.968015	0.914393	0.619944	0.540922	0.507996	0.409219	0.400753	0.246472	40.022651	12.789279	0.894452	10	NA	NA	NA	20-085-01649-GER2110328
Invitae_HPV_primers	1063	1	93793	5075	3143	0.96919	0.03081	0.948669	88.234243	0.79756	0.512789	2677649.773948	NA	0	0	0	0	0	0	1063	3095733841	2686	2686	117600	2686	2686	102011	102011	60304	1	1	1	56.671684	14	420	0	0.102564	0	0	0	0	0.357383	0.051524	18.890561	0.878645	0.840075	0.588899	0.378175	0.330198	0.306679	0.25588	0.190028	35.722028	9.728532	0.800863	7	NA	NA	NA	19-324-02830-GER2110244
Invitae_HPV_primers	1063	1	336227	448270	4389	0.994436	0.005564	0.428589	316.300094	0.421706	0.234575	1241219.777172	NA	0	0	0	0	0	0	1063	3095733841	9645	9645	797301	9645	9644	788886	788886	187027	1	1	0.999896	175.831609	11	736	0	0.153846	0	0	0	0	0.437191	0.325857	175.831609	0.842897	0.74318	0.529633	0.476952	0.476952	0.476952	0.476011	0.451552	25.505595	5.933488	0.769514	6	NA	NA	NA	19-070-04051-GER2106865
Invitae_HPV_primers	1063	1	6863619	9208442	8590	0.999466	5.34e-4	0.427053	6456.838194	0.42439	0.231365	1243025.080414	NA	0	0	0	0	0	0	1063	3095733841	176727	176727	16172886	176727	176693	16080651	16080651	3741842	1	1	0.999808	3517.912512	533	22350	0	0.051282	0	0	0	0	0.449933	0.31742	319.810228	0.944497	0.939793	0.840075	0.749765	0.701787	0.668862	0.64064	0.604892	29.961822	6.005668	0.927255	11	NA	NA	NA	19-141-01083-GER2106862
Invitae_HPV_primers	1063	1	104531	4538	3920	0.965306	0.034694	0.958393	98.335842	0.768187	0.483432	2694258.677647	NA	0	0	0	0	0	0	1063	3095733841	3173	3173	136075	3173	3173	112989	112989	65783	1	1	1	61.837253	16	481	0	0	0	0	0	0	0.373204	0.044686	20.612418	0.98777	0.937912	0.571966	0.463782	0.349953	0.327375	0.279398	0.190969	35.874953	9.560828	0.870471	9	NA	NA	NA	21-047-02964-GER2107053
Invitae_HPV_primers	1063	1	165075	8391	8445	0.953576	0.046424	0.951627	155.291627	0.692327	0.4326	2642729.391741	NA	0	0	0	0	0	0	1063	3095733841	5065	5065	238435	5065	5065	181911	181911	103147	1	1	1	96.983067	14	811	0	0	0	0	0	0	0.376954	0.056082	19.396613	0.982126	0.902164	0.595484	0.440263	0.380056	0.349012	0.308561	0.19285	38.694197	10.060591	0.897699	10	NA	NA	NA	20-119-02530-GER2106909
