chrom	start	end	length	name	%gc	mean_coverage	normalized_coverage	min_normalized_coverage	max_normalized_coverage	min_coverage	max_coverage	pct_0x	read_count	SAMPLE_NAME
NC001526.4	7178	7203	26	-	0.5	706.615385	4.018705	1.615182	4.185823	284	736	0	827	19-070-04051-GER2106865
NC001526.4	7247	7275	29	-	0.482759	456.896552	2.598489	2.263529	2.900502	398	510	0	521	19-070-04051-GER2106865
NC001526.4	7557	7586	30	-	0.4	374.333333	2.128931	0.534602	2.371587	94	417	0	457	19-070-04051-GER2106865
NC001526.4	7614	7651	38	-	0.289474	348.815789	1.983806	1.780112	2.200969	313	387	0	483	19-070-04051-GER2106865
NC001526.4	7667	7700	34	-	0.382353	604.5	3.437948	0.944085	3.577286	166	629	0	701	19-070-04051-GER2106865
NC001526.4	7738	7761	24	-	0.5	687.416667	3.909517	2.576329	4.02658	453	708	0	790	19-070-04051-GER2106865
NC001526.4	7778	7801	24	-	0.541667	611.583333	3.478233	3.093869	3.850275	544	677	0	742	19-070-04051-GER2106865
NC001526.4	7838	7862	25	-	0.48	280.44	1.594935	1.450251	1.677742	255	295	0	299	19-070-04051-GER2106865
NC001357.1	161	190	30	-	0.433333	3.866667	0.021991	0	0.022749	0	4	0.033333	4	19-070-04051-GER2106865
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	19-070-04051-GER2106865
NC001357.1	502	525	24	-	0.5	3.791667	0.021564	0	0.022749	0	4	0.041667	4	19-070-04051-GER2106865
NC001357.1	550	573	24	-	0.541667	0	0	0	0	0	0	1	0	19-070-04051-GER2106865
NC001357.1	585	611	27	-	0.407407	5.777778	0.03286	0	0.034124	0	6	0.037037	6	19-070-04051-GER2106865
NC001357.1	644	673	30	-	0.4	0.966667	0.005498	0	0.005687	0	1	0.033333	1	19-070-04051-GER2106865
NC001357.1	725	748	24	-	0.5	9.5	0.054029	0	0.056873	0	10	0.041667	10	19-070-04051-GER2106865
NC001357.1	814	839	26	-	0.5	221.692308	1.260822	0.011375	1.319444	2	232	0	232	19-070-04051-GER2106865
NC001357.1	885	904	20	-	0.65	2.85	0.016209	0	0.017062	0	3	0.05	3	19-070-04051-GER2106865
NC001357.1	1075	1100	26	-	0.461538	78.538462	0.446669	0.011375	0.466355	2	82	0	85	19-070-04051-GER2106865
NC001357.1	1134	1159	26	-	0.461538	1	0.005687	0.005687	0.005687	1	1	0	1	19-070-04051-GER2106865
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	19-070-04051-GER2106865
NC001357.1	6586	6623	38	-	0.342105	6.815789	0.038763	0	0.039811	0	7	0.026316	7	19-070-04051-GER2106865
NC001357.1	6654	6675	22	-	0.590909	4.818182	0.027402	0.005687	0.028436	1	5	0	5	19-070-04051-GER2106865
NC001357.1	7440	7464	25	-	0.48	0.96	0.00546	0	0.005687	0	1	0.04	1	19-070-04051-GER2106865
NC001357.1	7499	7525	27	-	0.481481	0	0	0	0	0	0	1	0	19-070-04051-GER2106865
J04353.1	6530	6563	34	-	0.382353	31	0.008812	0	0.009096	0	32	0.029412	32	19-141-01083-GER2106862
J04353.1	6929	6952	24	-	0.5	4	0.001137	0.001137	0.001137	4	4	0	4	19-141-01083-GER2106862
M12732.1	6570	6602	33	-	0.393939	22.121212	0.006288	0	0.006538	0	23	0.030303	23	19-141-01083-GER2106862
M12732.1	6965	6991	27	-	0.444444	17	0.004832	0.001421	0.005401	5	19	0	19	19-141-01083-GER2106862
X74477.1	6567	6603	37	-	0.324324	229.324324	0.065188	0	0.067085	0	236	0.027027	242	19-141-01083-GER2106862
X74477.1	6969	6996	28	-	0.392857	2.928571	8.32e-4	2.84e-4	8.53e-4	1	3	0	3	19-141-01083-GER2106862
NC001526.4	252	286	35	-	0.371429	3816.228571	1.084799	0.022172	1.126805	78	3964	0	4496	19-141-01083-GER2106862
NC001526.4	2525	2544	20	-	0.6	5163.9	1.467888	0.088405	1.56627	311	5510	0	6318	19-141-01083-GER2106862
NC001526.4	2707	2733	27	-	0.481481	5057	1.4375	1.231696	1.722612	4333	6060	0	6093	19-141-01083-GER2106862
NC001526.4	3006	3027	22	-	0.5	5649.318182	1.605872	0.966198	1.773211	3399	6238	0	6427	19-141-01083-GER2106862
NC001526.4	3054	3079	26	-	0.5	6062.884615	1.723432	1.492078	1.845697	5249	6493	0	6529	19-141-01083-GER2106862
NC001526.4	5742	5783	42	-	0.333333	19094.428571	5.427772	0.375507	6.353199	1321	22350	0	25285	19-141-01083-GER2106862
NC001526.4	5850	5906	57	-	0.350877	10967.298246	3.117559	1.795383	4.946684	6316	17402	0	19295	19-141-01083-GER2106862
NC001526.4	7178	7203	26	-	0.5	4986.076923	1.41734	1.204692	1.486677	4238	5230	0	5909	19-141-01083-GER2106862
NC001526.4	7247	7275	29	-	0.482759	4115.724138	1.169934	1.08644	1.241361	3822	4367	0	4547	19-141-01083-GER2106862
NC001526.4	7557	7586	30	-	0.4	5692.8	1.618232	0.469597	1.804479	1652	6348	0	7080	19-141-01083-GER2106862
NC001526.4	7614	7651	38	-	0.289474	5303.394737	1.50754	1.368994	1.640177	4816	5770	0	6880	19-141-01083-GER2106862
NC001526.4	7667	7700	34	-	0.382353	8546.705882	2.429482	0.743623	2.520813	2616	8868	0	10691	19-141-01083-GER2106862
NC001526.4	7738	7761	24	-	0.5	11775.458333	3.347286	2.342298	3.471377	8240	12212	0	13054	19-141-01083-GER2106862
NC001526.4	7778	7801	24	-	0.541667	10302.625	2.928619	2.668344	3.219239	9387	11325	0	12493	19-141-01083-GER2106862
NC001526.4	7838	7862	25	-	0.48	5018.6	1.426585	1.233402	1.560016	4339	5488	0	5526	19-141-01083-GER2106862
NC001357.1	161	190	30	-	0.433333	125.7	0.035731	2.84e-4	0.037807	1	133	0	136	19-141-01083-GER2106862
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	19-141-01083-GER2106862
NC001357.1	502	525	24	-	0.5	246.666667	0.070117	2.84e-4	0.075613	1	266	0	273	19-141-01083-GER2106862
NC001357.1	550	573	24	-	0.541667	97.041667	0.027585	0.005401	0.02871	19	101	0	101	19-141-01083-GER2106862
NC001357.1	585	611	27	-	0.407407	536.925926	0.152626	0	0.15947	0	561	0.037037	565	19-141-01083-GER2106862
NC001357.1	644	673	30	-	0.4	41.766667	0.011873	0.003411	0.012223	12	43	0	43	19-141-01083-GER2106862
NC001357.1	725	748	24	-	0.5	11.291667	0.00321	0	0.003411	0	12	0.041667	12	19-141-01083-GER2106862
NC001357.1	814	839	26	-	0.5	820.038462	0.233104	0.054578	0.241621	192	850	0	850	19-141-01083-GER2106862
NC001357.1	885	904	20	-	0.65	22.8	0.006481	0	0.006822	0	24	0.05	24	19-141-01083-GER2106862
NC001357.1	1075	1100	26	-	0.461538	1007.846154	0.28649	2.84e-4	0.300178	1	1056	0	1079	19-141-01083-GER2106862
NC001357.1	1134	1159	26	-	0.461538	10.576923	0.003007	8.53e-4	0.003127	3	11	0	11	19-141-01083-GER2106862
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	19-141-01083-GER2106862
NC001357.1	6586	6623	38	-	0.342105	59.026316	0.016779	0.001421	0.017908	5	63	0	63	19-141-01083-GER2106862
NC001357.1	6654	6675	22	-	0.590909	4.818182	0.00137	2.84e-4	0.001421	1	5	0	5	19-141-01083-GER2106862
NC001357.1	7440	7464	25	-	0.48	3.8	0.00108	0	0.001137	0	4	0.04	4	19-141-01083-GER2106862
NC001357.1	7499	7525	27	-	0.481481	9.37037	0.002664	0.001137	0.002843	4	10	0	10	19-141-01083-GER2106862
J04353.1	6530	6563	34	-	0.382353	20.294118	0.328186	0	0.339601	0	21	0.029412	21	21-047-02964-GER2107053
J04353.1	6929	6952	24	-	0.5	2.916667	0.047167	0.016171	0.048514	1	3	0	3	21-047-02964-GER2107053
M12732.1	6570	6602	33	-	0.393939	15.333333	0.247963	0	0.258744	0	16	0.030303	16	21-047-02964-GER2107053
M12732.1	6965	6991	27	-	0.444444	19.62963	0.31744	0.064686	0.355773	4	22	0	22	21-047-02964-GER2107053
X74477.1	6567	6603	37	-	0.324324	1.945946	0.031469	0	0.032343	0	2	0.027027	2	21-047-02964-GER2107053
X74477.1	6969	6996	28	-	0.392857	1.75	0.0283	0	0.032343	0	2	0.035714	2	21-047-02964-GER2107053
NC001526.4	252	286	35	-	0.371429	21.171429	0.342373	0	0.355773	0	22	0.028571	22	21-047-02964-GER2107053
NC001526.4	2525	2544	20	-	0.6	30.1	0.486762	0.032343	0.517487	2	32	0	33	21-047-02964-GER2107053
NC001526.4	2707	2733	27	-	0.481481	10.592593	0.171298	0.097029	0.177886	6	11	0	11	21-047-02964-GER2107053
NC001526.4	3006	3027	22	-	0.5	2.5	0.040429	0.016171	0.048514	1	3	0	3	21-047-02964-GER2107053
NC001526.4	3054	3079	26	-	0.5	47.038462	0.760682	0.485144	0.776231	30	48	0	49	21-047-02964-GER2107053
NC001526.4	5742	5783	42	-	0.333333	3.02381	0.048899	0	0.064686	0	4	0.02381	4	21-047-02964-GER2107053
NC001526.4	5850	5906	57	-	0.350877	188.421053	3.047048	0.064686	4.059042	4	251	0	251	21-047-02964-GER2107053
NC001526.4	7178	7203	26	-	0.5	115.115385	1.861586	0.016171	1.940578	1	120	0	124	21-047-02964-GER2107053
NC001526.4	7247	7275	29	-	0.482759	17.310345	0.279934	0.080857	0.291087	5	18	0	18	21-047-02964-GER2107053
NC001526.4	7557	7586	30	-	0.4	7.333333	0.118591	0.032343	0.145543	2	9	0	9	21-047-02964-GER2107053
NC001526.4	7614	7651	38	-	0.289474	49	0.792403	0.194058	0.840917	12	52	0	52	21-047-02964-GER2107053
NC001526.4	7667	7700	34	-	0.382353	400.205882	6.471922	0	6.905223	0	427	0.029412	428	21-047-02964-GER2107053
NC001526.4	7738	7761	24	-	0.5	1.875	0.030322000000000002	0.016171	0.048514	1	3	0	4	21-047-02964-GER2107053
NC001526.4	7778	7801	24	-	0.541667	2.958333	0.047841	0.032343	0.048514	2	3	0	3	21-047-02964-GER2107053
NC001526.4	7838	7862	25	-	0.48	6.88	0.11126	0.064686	0.1132	4	7	0	7	21-047-02964-GER2107053
NC001357.1	161	190	30	-	0.433333	57.5	0.92986	0.032343	0.98646	2	61	0	61	21-047-02964-GER2107053
NC001357.1	469	498	30	-	0.366667	3	0.048514	0.048514	0.048514	3	3	0	3	21-047-02964-GER2107053
NC001357.1	502	525	24	-	0.5	137.875	2.229643	0.032343	2.441894	2	151	0	152	21-047-02964-GER2107053
NC001357.1	550	573	24	-	0.541667	39	0.630688	0.161715	0.663031	10	41	0	41	21-047-02964-GER2107053
NC001357.1	585	611	27	-	0.407407	198.851852	3.215729	0.016171	3.363668	1	208	0	209	21-047-02964-GER2107053
NC001357.1	644	673	30	-	0.4	20.266667	0.327742	0.129372	0.339601	8	21	0	21	21-047-02964-GER2107053
NC001357.1	725	748	24	-	0.5	1.666667	0.026952	0	0.032343	0	2	0.125	2	21-047-02964-GER2107053
NC001357.1	814	839	26	-	0.5	164.769231	2.664563	0.54983	2.797666	34	173	0	173	21-047-02964-GER2107053
NC001357.1	885	904	20	-	0.65	14.25	0.230444	0	0.242572	0	15	0.05	15	21-047-02964-GER2107053
NC001357.1	1075	1100	26	-	0.461538	455.769231	7.370464	0.048514	7.778483	3	481	0	488	21-047-02964-GER2107053
NC001357.1	1134	1159	26	-	0.461538	4.7692310000000004	0.077126	0.032343	0.080857	2	5	0	5	21-047-02964-GER2107053
NC001357.1	6142	6163	22	-	0.590909	0.954545	0.015436	0	0.016171	0	1	0.045455	1	21-047-02964-GER2107053
NC001357.1	6586	6623	38	-	0.342105	46.473684	0.751548	0.032343	0.808574	2	50	0	50	21-047-02964-GER2107053
NC001357.1	6654	6675	22	-	0.590909	2.909091	0.047044	0.016171	0.048514	1	3	0	3	21-047-02964-GER2107053
NC001357.1	7440	7464	25	-	0.48	1.92	0.031049	0	0.032343	0	2	0.04	2	21-047-02964-GER2107053
NC001357.1	7499	7525	27	-	0.481481	1.888889	0.030546	0.016171	0.032343	1	2	0	2	21-047-02964-GER2107053
J04353.1	6530	6563	34	-	0.382353	15.382353	0.158609	0	0.164977	0	16	0.029412	16	20-119-02530-GER2106909
J04353.1	6929	6952	24	-	0.5	4.5	0.0464	0.030933	0.051555	3	5	0	5	20-119-02530-GER2106909
M12732.1	6570	6602	33	-	0.393939	20.090909	0.207159	0	0.216533	0	21	0.030303	21	20-119-02530-GER2106909
M12732.1	6965	6991	27	-	0.444444	13	0.134044	0.072178	0.144355	7	14	0	14	20-119-02530-GER2106909
X74477.1	6567	6603	37	-	0.324324	4.864865	0.050162	0	0.051555	0	5	0.027027	5	20-119-02530-GER2106909
X74477.1	6969	6996	28	-	0.392857	12.178571	0.125574	0.082489	0.134044	8	13	0	13	20-119-02530-GER2106909
NC001526.4	252	286	35	-	0.371429	20.714286	0.213587	0	0.226844	0	22	0.028571	22	20-119-02530-GER2106909
NC001526.4	2525	2544	20	-	0.6	37.95	0.391305	0	0.412443	0	40	0.05	41	20-119-02530-GER2106909
NC001526.4	2707	2733	27	-	0.481481	10.592593	0.109221	0.061866	0.113422	6	11	0	11	20-119-02530-GER2106909
NC001526.4	3006	3027	22	-	0.5	7.590909	0.07827	0.030933	0.082489	3	8	0	8	20-119-02530-GER2106909
NC001526.4	3054	3079	26	-	0.5	68.615385	0.707499	0.38151	0.72177500000000006	37	70	0	70	20-119-02530-GER2106909
NC001526.4	5742	5783	42	-	0.333333	4.02381	0.04149	0	0.061866	0	6	0.02381	6	20-119-02530-GER2106909
NC001526.4	5850	5906	57	-	0.350877	200.894737	2.071441	0.051555	2.835547	5	275	0	275	20-119-02530-GER2106909
NC001526.4	7178	7203	26	-	0.5	549.884615	5.669903	0.020622	5.908248	2	573	0	585	20-119-02530-GER2106909
NC001526.4	7247	7275	29	-	0.482759	10.758621	0.110933	0.072178	0.113422	7	11	0	11	20-119-02530-GER2106909
NC001526.4	7557	7586	30	-	0.4	7.966667	0.082145	0.030933	0.0928	3	9	0	9	20-119-02530-GER2106909
NC001526.4	7614	7651	38	-	0.289474	73.526316	0.758136	0.082489	0.814575	8	79	0	79	20-119-02530-GER2106909
NC001526.4	7667	7700	34	-	0.382353	778.058824	8.022625	0	8.362285	0	811	0.029412	811	20-119-02530-GER2106909
NC001526.4	7738	7761	24	-	0.5	1.708333	0.017615	0.010311	0.020622	1	2	0	3	20-119-02530-GER2106909
NC001526.4	7778	7801	24	-	0.541667	5.916667	0.061007	0.041244	0.061866	4	6	0	6	20-119-02530-GER2106909
NC001526.4	7838	7862	25	-	0.48	6.92	0.071353	0.051555	0.072178	5	7	0	7	20-119-02530-GER2106909
NC001357.1	161	190	30	-	0.433333	77.2	0.796015	0.041244	0.835197	4	81	0	81	20-119-02530-GER2106909
NC001357.1	469	498	30	-	0.366667	0.8	0.008249	0	0.010311	0	1	0.2	1	20-119-02530-GER2106909
NC001357.1	502	525	24	-	0.5	147.708333	1.523032	0.010311	1.649773	1	160	0	164	20-119-02530-GER2106909
NC001357.1	550	573	24	-	0.541667	45.083333	0.464858	0.113422	0.484621	11	47	0	47	20-119-02530-GER2106909
NC001357.1	585	611	27	-	0.407407	257.407407	2.654148	0	2.77368	0	269	0.037037	271	20-119-02530-GER2106909
NC001357.1	644	673	30	-	0.4	36.733333	0.37876	0.134044	0.391821	13	38	0	38	20-119-02530-GER2106909
NC001357.1	725	748	24	-	0.5	6.625	0.068311	0	0.072178	0	7	0.041667	7	20-119-02530-GER2106909
NC001357.1	814	839	26	-	0.5	329.269231	3.395121	0.598043	3.547011	58	344	0	344	20-119-02530-GER2106909
NC001357.1	885	904	20	-	0.65	16.05	0.165493	0.010311	0.175288	1	17	0	17	20-119-02530-GER2106909
NC001357.1	1075	1100	26	-	0.461538	572.653846	5.904679	0.103111	6.21758	10	603	0	609	20-119-02530-GER2106909
NC001357.1	1134	1159	26	-	0.461538	4.884615	0.050366	0.020622	0.051555	2	5	0	5	20-119-02530-GER2106909
NC001357.1	6142	6163	22	-	0.590909	0.954545	0.009842	0	0.010311	0	1	0.045455	1	20-119-02530-GER2106909
NC001357.1	6586	6623	38	-	0.342105	47.736842	0.492218	0.061866	0.525865	6	51	0	51	20-119-02530-GER2106909
NC001357.1	6654	6675	22	-	0.590909	4.772727	0.049212	0	0.051555	0	5	0.045455	5	20-119-02530-GER2106909
NC001357.1	7440	7464	25	-	0.48	0.96	0.009899	0	0.010311	0	1	0.04	1	20-119-02530-GER2106909
NC001357.1	7499	7525	27	-	0.481481	3.481481	0.035898	0	0.041244	0	4	0.037037	4	20-119-02530-GER2106909
J04353.1	6530	6563	34	-	0.382353	11.411765	0.229258	0	0.241075	0	12	0.029412	12	21-348-03900-GER2213065
J04353.1	6929	6952	24	-	0.5	2.833333	0.05692	0.040179	0.060269	2	3	0	3	21-348-03900-GER2213065
M12732.1	6570	6602	33	-	0.393939	14.515152	0.291603	0	0.301344	0	15	0.030303	15	21-348-03900-GER2213065
M12732.1	6965	6991	27	-	0.444444	10.592593	0.212801	0.040179	0.241075	2	12	0	12	21-348-03900-GER2213065
X74477.1	6567	6603	37	-	0.324324	0	0	0	0	0	0	1	0	21-348-03900-GER2213065
X74477.1	6969	6996	28	-	0.392857	0	0	0	0	0	0	1	0	21-348-03900-GER2213065
NC001526.4	252	286	35	-	0.371429	11.485714	0.230743	0	0.241075	0	12	0.028571	12	21-348-03900-GER2213065
NC001526.4	2525	2544	20	-	0.6	30.25	0.60771	0.040179	0.642867	2	32	0	32	21-348-03900-GER2213065
NC001526.4	2707	2733	27	-	0.481481	6.592593	0.132442	0.02009	0.140627	1	7	0	7	21-348-03900-GER2213065
NC001526.4	3006	3027	22	-	0.5	0.954545	0.019176	0	0.02009	0	1	0.045455	1	21-348-03900-GER2213065
NC001526.4	3054	3079	26	-	0.5	46.961538	0.943438	0.441971	0.9643	22	48	0	49	21-348-03900-GER2213065
NC001526.4	5742	5783	42	-	0.333333	1.785714	0.035874	0	0.040179	0	2	0.02381	2	21-348-03900-GER2213065
NC001526.4	5850	5906	57	-	0.350877	167.736842	3.369763	0.040179	4.419708	2	220	0	220	21-348-03900-GER2213065
NC001526.4	7178	7203	26	-	0.5	71.615385	1.438723	0	1.506719	0	75	0.038462	76	21-348-03900-GER2213065
NC001526.4	7247	7275	29	-	0.482759	21.344828	0.428809	0.261165	0.441971	13	22	0	22	21-348-03900-GER2213065
NC001526.4	7557	7586	30	-	0.4	0.8	0.016072	0	0.02009	0	1	0.2	1	21-348-03900-GER2213065
NC001526.4	7614	7651	38	-	0.289474	35.210526	0.707365	0	0.763404	0	38	0.026316	38	21-348-03900-GER2213065
NC001526.4	7667	7700	34	-	0.382353	224.5	4.510111	0	4.78132	0	238	0.029412	238	21-348-03900-GER2213065
NC001526.4	7738	7761	24	-	0.5	0.208333	0.004185	0	0.02009	0	1	0.791667	1	21-348-03900-GER2213065
NC001526.4	7778	7801	24	-	0.541667	0.958333	0.019253	0	0.02009	0	1	0.041667	1	21-348-03900-GER2213065
NC001526.4	7838	7862	25	-	0.48	12.68	0.254736	0.100448	0.261165	5	13	0	13	21-348-03900-GER2213065
NC001357.1	161	190	30	-	0.433333	50.266667	1.009836	0.080358	1.064748	4	53	0	53	21-348-03900-GER2213065
NC001357.1	469	498	30	-	0.366667	0	0	0	0	0	0	1	0	21-348-03900-GER2213065
NC001357.1	502	525	24	-	0.5	114.708333	2.304442	0.040179	2.491108	2	124	0	124	21-348-03900-GER2213065
NC001357.1	550	573	24	-	0.541667	17.416667	0.349894	0.080358	0.361612	4	18	0	18	21-348-03900-GER2213065
NC001357.1	585	611	27	-	0.407407	182.148148	3.65928	0	3.81702	0	190	0.037037	194	21-348-03900-GER2213065
NC001357.1	644	673	30	-	0.4	12.633333	0.253798	0.100448	0.261165	5	13	0	13	21-348-03900-GER2213065
NC001357.1	725	748	24	-	0.5	1.833333	0.036831	0	0.040179	0	2	0.041667	2	21-348-03900-GER2213065
NC001357.1	814	839	26	-	0.5	213.423077	4.28758	0.984389	4.459887	49	222	0	222	21-348-03900-GER2213065
NC001357.1	885	904	20	-	0.65	15.2	0.305362	0	0.321433	0	16	0.05	16	21-348-03900-GER2213065
NC001357.1	1075	1100	26	-	0.461538	385.384615	7.742215	0.02009	8.15637	1	406	0	409	21-348-03900-GER2213065
NC001357.1	1134	1159	26	-	0.461538	4.807692	0.096585	0.040179	0.100448	2	5	0	5	21-348-03900-GER2213065
NC001357.1	6142	6163	22	-	0.590909	0	0	0	0	0	0	1	0	21-348-03900-GER2213065
NC001357.1	6586	6623	38	-	0.342105	40.815789	0.819972	0	0.883942	0	44	0.026316	44	21-348-03900-GER2213065
NC001357.1	6654	6675	22	-	0.590909	1.909091	0.038353	0	0.040179	0	2	0.045455	2	21-348-03900-GER2213065
NC001357.1	7440	7464	25	-	0.48	0.84	0.016875	0	0.02009	0	1	0.16	1	21-348-03900-GER2213065
NC001357.1	7499	7525	27	-	0.481481	6.518519	0.130954	0.040179	0.140627	2	7	0	7	21-348-03900-GER2213065
J04353.1	6530	6563	34	-	0.382353	39.647059	0.188749	0	0.19519	0	41	0.029412	41	19-028-01560-GER2106670
J04353.1	6929	6952	24	-	0.5	13.041667	0.062088	0.028564	0.06665	6	14	0	14	19-028-01560-GER2106670
M12732.1	6570	6602	33	-	0.393939	29.787879	0.141812	0.004761	0.147583	1	31	0	31	19-028-01560-GER2106670
M12732.1	6965	6991	27	-	0.444444	19.444444	0.09257	0.033325	0.104736	7	22	0	23	19-028-01560-GER2106670
X74477.1	6567	6603	37	-	0.324324	2.918919	0.013896	0	0.014282	0	3	0.027027	3	19-028-01560-GER2106670
X74477.1	6969	6996	28	-	0.392857	2.607143	0.012412	0	0.014282	0	3	0.035714	3	19-028-01560-GER2106670
NC001526.4	252	286	35	-	0.371429	35.485714	0.168938	0	0.180908	0	38	0.028571	39	19-028-01560-GER2106670
NC001526.4	2525	2544	20	-	0.6	86.25	0.410613	0.06189	0.437987	13	92	0	92	19-028-01560-GER2106670
NC001526.4	2707	2733	27	-	0.481481	30	0.142822	0.057129	0.152343	12	32	0	33	19-028-01560-GER2106670
NC001526.4	3006	3027	22	-	0.5	8.136364	0.038735	0.023804	0.042847	5	9	0	9	19-028-01560-GER2106670
NC001526.4	3054	3079	26	-	0.5	241.076923	1.147703	0.242797	1.190183	51	250	0	250	19-028-01560-GER2106670
NC001526.4	5742	5783	42	-	0.333333	11.904762	0.056675	0	0.071411	0	15	0.02381	17	19-028-01560-GER2106670
NC001526.4	5850	5906	57	-	0.350877	297.684211	1.417195	0.042847	1.918575	9	403	0	403	19-028-01560-GER2106670
NC001526.4	7178	7203	26	-	0.5	283.115385	1.347836	0.047607	1.409177	10	296	0	302	19-028-01560-GER2106670
NC001526.4	7247	7275	29	-	0.482759	89.758621	0.427317	0.233276	0.45703	49	96	0	97	19-028-01560-GER2106670
NC001526.4	7557	7586	30	-	0.4	27.966667	0.133142	0.014282	0.147583	3	31	0	32	19-028-01560-GER2106670
NC001526.4	7614	7651	38	-	0.289474	160.342105	0.763346	0.185669	0.818846	39	172	0	182	19-028-01560-GER2106670
NC001526.4	7667	7700	34	-	0.382353	1382.235294	6.580452	0.057129	6.979233	12	1466	0	1469	19-028-01560-GER2106670
NC001526.4	7738	7761	24	-	0.5	26.166667	0.124572	0.095215	0.12854	20	27	0	29	19-028-01560-GER2106670
NC001526.4	7778	7801	24	-	0.541667	24.791667	0.118026	0.109497	0.12854	23	27	0	29	19-028-01560-GER2106670
NC001526.4	7838	7862	25	-	0.48	32.64	0.15539	0.085693	0.166626	18	35	0	35	19-028-01560-GER2106670
NC001357.1	161	190	30	-	0.433333	246.033333	1.171299	0.033325	1.23779	7	260	0	261	19-028-01560-GER2106670
NC001357.1	469	498	30	-	0.366667	3.6	0.017139	0.004761	0.019043	1	4	0	4	19-028-01560-GER2106670
NC001357.1	502	525	24	-	0.5	259.625	1.236005	0.014282	1.328244	3	279	0	281	19-028-01560-GER2106670
NC001357.1	550	573	24	-	0.541667	131.416667	0.62564	0.147583	0.65222	31	137	0	137	19-028-01560-GER2106670
NC001357.1	585	611	27	-	0.407407	836.777778	3.983675	0.014282	4.16564	3	875	0	904	19-028-01560-GER2106670
NC001357.1	644	673	30	-	0.4	91.866667	0.437353	0.12854	0.45227	27	95	0	95	19-028-01560-GER2106670
NC001357.1	725	748	24	-	0.5	6.541667	0.031143	0	0.033325	0	7	0.041667	8	19-028-01560-GER2106670
NC001357.1	814	839	26	-	0.5	627.769231	2.988641	0.51892	3.118279	109	655	0	656	19-028-01560-GER2106670
NC001357.1	885	904	20	-	0.65	34.15	0.162579	0.004761	0.171386	1	36	0	36	19-028-01560-GER2106670
NC001357.1	1075	1100	26	-	0.461538	2385.115385	11.354895	0.014282	11.920872	3	2504	0	2566	19-028-01560-GER2106670
NC001357.1	1134	1159	26	-	0.461538	10.384615	0.049438	0.019043	0.052368	4	11	0	11	19-028-01560-GER2106670
NC001357.1	6142	6163	22	-	0.590909	0.954545	0.004544	0	0.004761	0	1	0.045455	1	19-028-01560-GER2106670
NC001357.1	6586	6623	38	-	0.342105	107.894737	0.513658	0.023804	0.542723	5	114	0	114	19-028-01560-GER2106670
NC001357.1	6654	6675	22	-	0.590909	5.727273	0.027266	0	0.028564	0	6	0.045455	6	19-028-01560-GER2106670
NC001357.1	7440	7464	25	-	0.48	1.92	0.009141	0	0.009521	0	2	0.04	2	19-028-01560-GER2106670
NC001357.1	7499	7525	27	-	0.481481	12.925926	0.061537	0.014282	0.06665	3	14	0	14	19-028-01560-GER2106670
J04353.1	6530	6563	34	-	0.382353	31.794118	0.212062	0	0.220105	0	33	0.029412	33	20-329-02429-GER2110555
J04353.1	6929	6952	24	-	0.5	13.458333	0.089765	0.046689	0.093378	7	14	0	14	20-329-02429-GER2110555
M12732.1	6570	6602	33	-	0.393939	25.878788	0.172608	0	0.180086	0	27	0.030303	27	20-329-02429-GER2110555
M12732.1	6965	6991	27	-	0.444444	35.925926	0.23962	0.066698	0.273464	10	41	0	42	20-329-02429-GER2110555
X74477.1	6567	6603	37	-	0.324324	4.837838	0.032268	0	0.033349	0	5	0.027027	5	20-329-02429-GER2110555
X74477.1	6969	6996	28	-	0.392857	4.321429	0.028823	0	0.033349	0	5	0.035714	5	20-329-02429-GER2110555
NC001526.4	252	286	35	-	0.371429	14.171429	0.094521	0	0.100048	0	15	0.028571	16	20-329-02429-GER2110555
NC001526.4	2525	2544	20	-	0.6	143.1	0.954455	0.01334	1.007147	2	151	0	151	20-329-02429-GER2110555
NC001526.4	2707	2733	27	-	0.481481	28.185185	0.187991	0.080038	0.193426	12	29	0	29	20-329-02429-GER2110555
NC001526.4	3006	3027	22	-	0.5	1.909091	0.012733	0	0.01334	0	2	0.045455	2	20-329-02429-GER2110555
NC001526.4	3054	3079	26	-	0.5	149.576923	0.997655	0.42687	1.027156	64	154	0	154	20-329-02429-GER2110555
NC001526.4	5742	5783	42	-	0.333333	5.214286	0.034778	0	0.046689	0	7	0.071429	7	20-329-02429-GER2110555
NC001526.4	5850	5906	57	-	0.350877	226.122807	1.508204	0.040019	2.000954	6	300	0	301	20-329-02429-GER2110555
NC001526.4	7178	7203	26	-	0.5	348.923077	2.327263	0	2.434494	0	365	0.038462	367	20-329-02429-GER2110555
NC001526.4	7247	7275	29	-	0.482759	64	0.42687	0.153406	0.44688	23	67	0	67	20-329-02429-GER2110555
NC001526.4	7557	7586	30	-	0.4	11.266667	0.075147	0	0.080038	0	12	0.033333	12	20-329-02429-GER2110555
NC001526.4	7614	7651	38	-	0.289474	51.894737	0.34613	0.026679	0.366842	4	55	0	55	20-329-02429-GER2110555
